Age,PreviousPurchases,TrafficSource,TimeOnSite,CartValue,ViewedReviews,PagesVisited,Device,AddedToCart,Converted
30,3,Organic,4.87,5.0,0,17,Desktop,0,0
24,5,Ads,5.18,96.75,1,16,Desktop,0,0
62,3,Email,8.47,131.7,1,14,Mobile,1,0
20,2,Social Media,13.31,194.91,1,17,Mobile,0,1
56,4,Email,5.34,82.51,0,18,Tablet,1,0
37,4,Social Media,9.38,53.71,0,5,Desktop,1,0
42,3,Email,1.0,108.88,1,1,Desktop,0,0
46,1,Email,6.86,143.18,1,10,Desktop,1,1
46,2,Ads,7.97,10.27,0,14,Mobile,0,0
57,2,Ads,5.49,139.13,1,2,Desktop,1,1
22,2,Organic,10.34,159.56,0,2,Desktop,1,1
28,3,Email,1.0,142.91,0,8,Desktop,0,0
18,2,Organic,10.97,201.69,1,16,Mobile,1,1
51,1,Social Media,9.11,8.21,1,11,Tablet,1,0
39,3,Ads,10.89,177.88,1,4,Tablet,0,1
26,2,Email,3.34,128.34,0,3,Tablet,1,1
33,8,Social Media,10.78,132.51,1,14,Tablet,1,1
31,5,Organic,9.23,192.88,1,17,Desktop,0,1
27,2,Social Media,8.49,218.06,0,18,Mobile,1,1
29,4,Email,13.24,5.0,1,3,Mobile,1,0
21,2,Ads,9.62,64.91,1,16,Mobile,1,0
27,1,Organic,8.45,5.0,1,4,Mobile,1,0
61,3,Social Media,12.0,102.69,0,18,Mobile,1,1
27,4,Ads,5.63,161.57,1,10,Desktop,1,0
53,4,Social Media,8.15,108.42,1,11,Tablet,1,1
19,1,Organic,5.84,162.42,0,11,Desktop,1,1
22,5,Ads,10.38,102.22,0,18,Desktop,1,1
27,2,Ads,6.96,163.59,1,4,Tablet,1,1
29,2,Social Media,9.15,167.91,1,8,Tablet,1,1
58,8,Organic,8.72,30.13,0,3,Tablet,1,1
60,6,Ads,7.52,160.55,1,18,Mobile,0,1
20,2,Organic,11.81,112.9,0,1,Mobile,0,0
61,1,Ads,10.33,37.03,1,12,Tablet,1,1
58,2,Ads,3.78,17.64,0,18,Mobile,1,1
22,5,Organic,10.89,169.26,0,6,Mobile,1,0
32,1,Email,8.35,5.0,1,4,Desktop,1,1
51,3,Organic,8.62,105.64,1,13,Mobile,1,1
62,5,Organic,7.7,103.65,1,19,Tablet,1,1
22,5,Organic,6.51,137.64,1,3,Mobile,0,1
33,4,Social Media,6.87,193.9,1,13,Desktop,1,1
64,2,Organic,8.89,169.03,1,12,Desktop,1,1
39,6,Ads,4.4,205.41,1,6,Mobile,1,0
31,0,Organic,6.91,241.51,0,7,Desktop,1,0
60,3,Ads,11.77,191.26,0,15,Desktop,1,0
27,2,Social Media,7.79,31.99,0,15,Desktop,1,0
29,6,Email,9.45,136.05,1,8,Tablet,1,0
47,5,Social Media,4.46,147.86,1,11,Desktop,1,0
35,3,Organic,5.88,163.18,0,16,Desktop,1,0
35,1,Organic,6.5,160.15,1,18,Desktop,1,1
34,1,Email,13.79,116.21,0,13,Tablet,1,0
40,3,Social Media,4.53,148.32,1,11,Tablet,1,1
23,2,Organic,4.12,101.61,1,11,Mobile,1,0
63,7,Email,10.48,104.56,0,19,Mobile,1,1
47,5,Ads,5.07,129.62,0,13,Desktop,1,0
45,3,Social Media,7.33,136.92,1,18,Tablet,0,1
39,4,Social Media,10.64,89.46,0,1,Tablet,1,0
53,2,Organic,9.31,74.97,0,8,Tablet,1,1
59,4,Social Media,11.74,158.45,1,5,Mobile,0,1
20,2,Organic,10.63,53.66,1,1,Desktop,0,1
25,5,Social Media,10.64,158.4,1,3,Tablet,1,1
54,1,Social Media,10.0,27.3,1,15,Mobile,1,1
25,5,Social Media,6.31,216.27,1,17,Tablet,1,1
55,1,Ads,6.77,80.39,0,3,Desktop,1,0
61,2,Social Media,3.99,55.48,1,2,Mobile,0,0
48,3,Organic,5.26,175.37,1,8,Tablet,0,0
35,1,Social Media,9.14,181.45,1,9,Tablet,1,0
43,1,Ads,7.45,67.66,0,7,Tablet,1,1
29,4,Ads,6.69,184.3,0,4,Mobile,1,0
37,5,Organic,10.08,102.63,0,19,Tablet,0,1
34,4,Ads,7.34,134.59,1,7,Tablet,1,1
31,1,Organic,9.78,103.02,1,7,Mobile,0,1
26,3,Ads,10.94,144.43,1,3,Desktop,0,1
30,4,Social Media,7.39,62.57,0,11,Mobile,1,1
51,4,Email,5.96,20.15,1,10,Tablet,1,1
50,2,Ads,11.14,122.33,0,14,Mobile,1,1
56,1,Social Media,7.42,155.96,0,14,Desktop,1,0
53,7,Social Media,4.38,72.24,1,16,Tablet,1,1
37,2,Ads,6.06,47.42,1,7,Tablet,1,1
43,1,Organic,7.79,73.08,0,16,Tablet,0,0
43,5,Email,11.29,131.81,1,8,Tablet,1,1
58,4,Ads,8.0,109.37,0,14,Tablet,0,0
36,2,Ads,9.98,133.93,1,14,Desktop,1,1
43,5,Organic,10.01,184.08,1,13,Tablet,1,1
22,3,Organic,9.89,50.93,0,8,Desktop,1,0
44,3,Organic,7.71,96.69,1,10,Tablet,0,1
52,3,Ads,4.79,182.06,1,4,Tablet,1,1
63,2,Ads,5.18,11.5,1,10,Tablet,0,0
23,3,Email,1.0,92.51,1,8,Desktop,1,1
41,0,Organic,9.58,5.0,1,18,Mobile,1,0
63,4,Social Media,7.5,44.55,1,12,Tablet,1,1
58,1,Social Media,11.28,54.8,1,3,Mobile,0,0
58,4,Organic,8.59,62.05,0,2,Mobile,1,0
47,3,Organic,5.32,191.85,1,5,Tablet,1,1
43,1,Email,3.42,268.27,1,10,Mobile,1,0
51,2,Social Media,5.66,82.34,0,14,Mobile,1,0
30,1,Ads,4.8,170.55,0,3,Mobile,0,0
44,2,Email,5.2,160.41,0,18,Desktop,1,1
35,6,Ads,12.62,94.34,1,9,Desktop,1,1
64,3,Ads,3.3,144.43,1,16,Mobile,1,1
44,0,Email,7.15,94.64,0,8,Desktop,1,0
43,2,Ads,6.42,136.59,1,16,Desktop,1,1
62,6,Email,5.85,177.45,0,14,Tablet,1,1
46,1,Ads,6.65,95.63,0,2,Tablet,0,0
48,5,Ads,6.28,172.3,0,7,Tablet,0,1
40,5,Social Media,12.19,146.7,0,8,Tablet,0,1
55,4,Organic,7.46,154.9,1,13,Tablet,1,1
30,3,Ads,11.32,145.63,1,13,Desktop,1,1
44,1,Organic,12.27,204.83,1,3,Tablet,1,1
61,7,Organic,6.23,139.86,0,4,Desktop,1,1
44,1,Social Media,7.99,55.95,0,13,Tablet,0,1
45,4,Email,9.52,113.5,1,15,Tablet,1,0
29,4,Email,3.38,144.09,1,6,Desktop,0,0
21,2,Organic,10.57,94.57,1,18,Mobile,1,1
41,2,Social Media,6.83,201.35,0,14,Tablet,1,0
44,5,Social Media,13.2,143.05,1,11,Tablet,0,1
51,2,Social Media,5.17,202.97,0,5,Mobile,1,0
21,5,Email,10.39,52.39,1,4,Tablet,1,1
19,4,Social Media,8.03,111.18,0,6,Desktop,1,0
21,0,Email,10.69,149.45,1,16,Desktop,0,1
56,1,Social Media,10.91,126.07,1,1,Tablet,1,1
58,6,Social Media,6.78,149.22,1,11,Desktop,1,1
55,5,Email,9.24,214.57,1,3,Tablet,0,1
41,4,Ads,8.56,189.11,0,2,Desktop,1,1
60,2,Social Media,8.63,117.3,1,15,Mobile,1,1
27,4,Social Media,8.14,101.87,0,3,Mobile,1,1
35,5,Ads,3.48,90.79,1,12,Desktop,1,1
57,0,Email,9.35,208.36,1,18,Mobile,0,1
45,4,Email,6.31,96.16,1,18,Desktop,1,1
28,4,Social Media,10.46,91.94,1,1,Desktop,1,1
49,2,Social Media,7.85,71.46,1,14,Desktop,1,1
28,5,Social Media,14.84,75.97,0,10,Desktop,0,1
55,3,Social Media,8.92,184.26,1,18,Desktop,1,0
20,1,Social Media,6.67,26.13,1,7,Tablet,0,1
25,1,Social Media,7.45,76.99,0,18,Mobile,1,1
61,3,Social Media,2.85,95.37,0,7,Desktop,1,0
58,2,Ads,6.94,267.65,0,4,Tablet,1,1
54,2,Organic,8.65,265.1,1,7,Desktop,0,0
39,4,Organic,11.05,49.69,0,1,Desktop,0,1
57,8,Email,7.92,188.17,0,15,Mobile,1,1
55,1,Ads,7.8,35.6,1,16,Tablet,1,0
34,3,Social Media,6.56,108.18,0,4,Mobile,1,1
34,1,Social Media,5.52,143.51,1,6,Tablet,0,1
57,3,Email,10.2,10.91,1,12,Mobile,1,1
32,3,Organic,7.66,97.04,1,8,Tablet,1,0
26,5,Organic,4.92,215.37,1,15,Desktop,1,1
45,4,Social Media,7.9,106.88,1,10,Mobile,0,1
32,2,Organic,9.69,111.1,1,15,Mobile,0,0
61,3,Email,10.32,209.18,1,14,Desktop,1,1
32,0,Organic,5.28,5.0,1,18,Desktop,1,1
19,0,Organic,6.24,131.56,0,19,Tablet,0,1
46,5,Ads,8.01,37.49,1,13,Tablet,1,0
36,3,Social Media,7.57,132.69,1,2,Mobile,1,0
36,5,Email,6.32,106.23,1,2,Tablet,1,0
62,7,Email,9.23,166.5,1,15,Desktop,1,1
32,2,Email,7.09,215.24,1,8,Mobile,1,1
42,2,Ads,12.67,153.69,0,14,Mobile,0,1
52,3,Ads,8.94,42.77,1,7,Desktop,1,1
64,2,Email,9.36,164.69,1,13,Desktop,1,1
55,4,Ads,8.47,178.59,0,16,Tablet,1,0
57,1,Ads,9.16,187.24,1,17,Mobile,1,0
45,6,Ads,6.28,174.62,0,1,Tablet,1,0
20,7,Email,11.44,73.53,1,18,Desktop,1,1
18,2,Ads,6.8,150.25,0,16,Mobile,0,1
19,1,Organic,9.78,154.16,0,2,Mobile,0,1
37,6,Organic,9.59,55.61,0,15,Mobile,1,0
59,3,Organic,7.04,203.45,1,18,Tablet,1,1
50,1,Social Media,4.67,222.76,0,18,Mobile,1,1
38,2,Ads,6.63,129.38,0,13,Tablet,1,0
57,2,Ads,7.59,73.3,1,6,Tablet,0,0
46,2,Social Media,6.33,214.87,1,15,Desktop,1,1
54,5,Ads,7.31,168.82,1,5,Mobile,1,0
31,3,Email,2.84,182.82,0,19,Tablet,0,0
26,3,Ads,12.29,182.64,1,13,Desktop,1,1
59,1,Email,7.73,260.92,0,6,Desktop,1,1
50,3,Organic,7.41,198.04,1,1,Desktop,1,1
44,1,Social Media,5.33,62.35,1,8,Mobile,0,0
56,6,Organic,7.92,85.61,1,5,Mobile,1,1
60,2,Ads,6.92,97.73,1,7,Desktop,1,1
59,5,Organic,9.93,60.86,1,12,Tablet,0,0
50,6,Organic,9.93,142.51,1,11,Mobile,1,1
60,2,Ads,6.21,126.63,0,12,Tablet,1,0
25,4,Organic,8.32,31.77,1,14,Tablet,0,1
39,5,Email,7.89,52.2,0,8,Tablet,0,0
52,4,Social Media,7.09,101.22,1,10,Tablet,1,1
46,2,Social Media,5.52,127.21,1,16,Desktop,0,1
20,1,Social Media,4.71,79.68,0,2,Mobile,1,1
19,3,Organic,8.18,92.76,1,17,Desktop,1,0
25,1,Ads,9.36,145.74,1,5,Tablet,1,1
31,3,Organic,4.3,231.27,1,19,Tablet,1,1
34,3,Organic,6.47,182.55,0,18,Desktop,0,1
40,1,Ads,8.9,66.36,0,1,Desktop,1,0
31,4,Organic,7.34,271.17,0,1,Desktop,0,0
20,2,Social Media,10.52,166.52,0,6,Mobile,0,0
57,2,Email,8.54,120.16,0,14,Tablet,1,1
27,2,Ads,9.94,129.96,0,18,Desktop,1,1
40,2,Social Media,12.62,5.0,0,14,Desktop,1,0
27,6,Social Media,16.15,26.82,1,15,Desktop,1,0
60,3,Organic,3.52,109.87,0,19,Tablet,0,1
25,2,Organic,11.73,177.89,1,1,Tablet,0,1
60,4,Organic,10.21,157.13,1,9,Tablet,0,0
27,2,Ads,8.42,65.51,1,6,Mobile,1,0
18,2,Email,7.0,153.94,0,9,Mobile,1,1
59,6,Email,8.0,191.8,0,19,Tablet,1,1
46,4,Organic,5.48,5.0,1,17,Tablet,1,1
48,1,Ads,5.38,35.72,1,12,Mobile,0,0
45,4,Social Media,9.58,173.25,1,8,Desktop,0,0
55,1,Email,4.94,110.94,0,17,Mobile,1,0
58,2,Email,9.49,55.41,0,3,Tablet,1,1
18,2,Social Media,12.19,170.6,0,4,Desktop,0,1
51,1,Ads,11.47,108.87,0,2,Mobile,0,0
61,3,Organic,7.97,136.9,1,16,Desktop,0,1
27,1,Ads,8.42,130.01,1,16,Tablet,0,1
20,5,Email,9.04,116.27,1,10,Mobile,1,1
37,1,Ads,6.24,74.93,0,1,Tablet,1,0
26,0,Email,9.28,239.27,1,1,Mobile,1,1
26,4,Ads,9.03,122.6,1,8,Mobile,1,1
43,3,Social Media,2.67,220.37,0,13,Tablet,0,1
43,2,Email,8.41,5.0,0,17,Mobile,0,1
53,4,Ads,4.63,88.62,1,15,Desktop,0,1
31,4,Social Media,4.85,92.54,0,13,Tablet,0,1
62,1,Ads,3.71,108.87,0,15,Tablet,1,1
18,4,Ads,5.33,123.35,1,16,Mobile,1,1
31,4,Email,8.26,76.15,0,7,Tablet,0,1
41,3,Organic,3.89,225.89,1,4,Tablet,1,0
60,2,Email,5.68,106.58,0,2,Tablet,1,1
40,5,Organic,7.79,63.14,1,6,Mobile,1,0
57,2,Organic,7.61,86.56,0,10,Tablet,1,1
28,5,Organic,9.62,123.77,0,9,Tablet,0,0
22,7,Social Media,13.09,239.4,1,15,Mobile,1,1
54,2,Social Media,8.03,5.0,0,19,Tablet,1,1
31,3,Email,2.22,96.77,1,2,Mobile,1,1
38,5,Ads,6.23,139.57,0,6,Desktop,1,0
47,0,Organic,9.46,131.84,0,4,Desktop,1,1
26,1,Organic,4.87,20.21,0,7,Tablet,1,0
34,2,Email,7.92,130.85,1,12,Tablet,1,0
48,2,Organic,11.67,176.96,1,3,Desktop,1,0
27,3,Organic,9.09,49.58,1,11,Mobile,1,1
30,3,Organic,12.29,104.42,1,8,Desktop,1,1
18,2,Ads,4.74,78.95,1,16,Tablet,1,1
42,4,Organic,10.33,124.48,1,4,Mobile,0,1
38,3,Organic,7.71,35.28,1,16,Desktop,1,0
28,3,Social Media,2.32,116.27,0,8,Tablet,0,0
57,0,Ads,7.31,149.92,0,9,Mobile,0,0
25,4,Ads,12.27,50.46,1,17,Desktop,0,1
37,3,Email,1.0,85.92,1,4,Tablet,1,1
55,0,Ads,11.68,226.65,1,2,Mobile,0,1
25,2,Ads,9.12,5.0,1,10,Tablet,1,0
30,3,Ads,7.44,91.24,0,1,Tablet,1,1
26,2,Ads,4.37,205.69,1,12,Mobile,1,1
56,6,Organic,8.49,101.25,1,5,Desktop,1,1
64,3,Social Media,12.01,85.65,0,15,Tablet,1,1
57,5,Social Media,9.51,143.63,1,3,Tablet,1,0
23,0,Organic,9.95,200.23,1,15,Mobile,1,0
49,0,Organic,7.87,19.08,1,18,Mobile,1,0
49,3,Organic,8.31,108.53,0,17,Desktop,0,0
21,2,Social Media,3.57,154.09,0,1,Desktop,0,0
53,3,Ads,5.17,131.58,0,14,Mobile,0,0
26,2,Social Media,13.28,92.86,0,12,Tablet,1,1
32,3,Ads,8.27,165.16,1,7,Desktop,1,1
36,1,Email,8.13,32.46,0,8,Mobile,1,0
21,2,Email,8.55,187.27,1,4,Desktop,0,1
29,5,Social Media,7.1,179.95,0,7,Mobile,1,1
33,1,Social Media,10.05,55.38,1,1,Tablet,1,0
54,4,Social Media,9.76,77.61,0,10,Tablet,0,0
39,4,Organic,12.62,76.0,1,19,Mobile,1,1
29,4,Organic,7.08,97.23,1,18,Mobile,1,1
58,1,Social Media,5.7,74.3,1,1,Mobile,1,0
28,2,Ads,10.9,235.65,0,6,Tablet,1,0
32,3,Social Media,6.97,159.58,1,18,Desktop,0,1
29,4,Email,11.0,134.23,1,8,Mobile,1,1
26,1,Ads,11.76,195.09,1,16,Tablet,1,1
22,2,Social Media,1.0,111.24,0,2,Desktop,1,0
31,3,Email,11.44,254.44,1,16,Mobile,1,1
24,3,Email,7.54,182.02,0,5,Tablet,1,0
24,5,Organic,13.75,109.42,0,7,Mobile,1,1
40,1,Ads,4.36,5.0,1,1,Desktop,0,1
63,4,Ads,12.21,83.55,0,1,Mobile,1,1
57,2,Ads,4.65,103.3,1,13,Tablet,1,0
25,3,Social Media,4.52,98.71,1,5,Mobile,1,0
31,3,Ads,6.79,100.55,1,11,Mobile,1,0
19,6,Email,11.35,110.62,0,11,Tablet,0,0
55,1,Organic,2.55,167.4,1,16,Desktop,1,1
50,1,Ads,5.39,118.75,1,5,Desktop,1,0
21,3,Organic,5.76,101.52,1,17,Desktop,1,1
59,3,Organic,9.58,155.33,1,17,Desktop,0,0
37,3,Ads,10.66,68.52,1,2,Tablet,1,0
32,4,Social Media,2.73,132.95,1,2,Mobile,1,0
33,2,Organic,6.93,185.27,1,16,Desktop,1,1
19,1,Ads,7.89,88.38,0,1,Tablet,1,1
63,6,Email,2.59,125.93,0,19,Mobile,1,1
57,2,Email,8.74,55.78,1,9,Desktop,1,0
52,6,Email,8.02,5.0,0,12,Desktop,0,0
57,4,Organic,1.54,133.47,1,3,Mobile,1,0
45,4,Social Media,3.2,96.75,1,16,Mobile,1,1
20,3,Organic,10.26,84.71,1,8,Mobile,1,1
36,3,Social Media,10.83,131.71,1,5,Mobile,1,0
38,2,Email,11.72,72.66,1,6,Desktop,0,0
54,1,Email,8.08,115.24,0,2,Desktop,1,1
57,4,Email,6.53,104.05,0,5,Desktop,1,0
24,9,Social Media,13.09,51.89,0,11,Mobile,1,1
57,3,Organic,11.41,188.25,0,3,Tablet,1,1
21,4,Social Media,6.95,133.79,0,16,Desktop,1,1
40,1,Email,6.1,98.4,0,3,Desktop,0,0
32,5,Email,7.47,126.18,0,18,Mobile,1,1
31,0,Email,8.36,133.04,1,9,Mobile,0,0
31,5,Social Media,11.04,259.38,1,10,Mobile,1,0
20,3,Ads,6.26,59.8,1,9,Desktop,0,0
59,0,Ads,1.6,24.28,1,9,Tablet,0,0
62,2,Ads,4.55,172.92,0,1,Tablet,1,0
22,3,Ads,7.43,131.02,1,19,Mobile,1,1
41,2,Organic,2.7,133.13,1,15,Mobile,1,0
64,2,Social Media,5.27,242.82,1,15,Tablet,1,1
61,3,Email,9.76,123.18,0,18,Mobile,1,0
63,7,Email,11.01,78.23,0,5,Tablet,0,1
36,3,Ads,2.68,140.54,0,10,Mobile,0,1
19,1,Social Media,10.84,5.0,0,4,Tablet,1,1
34,3,Social Media,5.06,69.93,1,13,Desktop,1,0
33,1,Social Media,8.99,153.06,1,5,Desktop,1,1
33,2,Ads,9.24,59.15,1,9,Desktop,1,0
26,3,Social Media,6.91,130.72,1,19,Mobile,1,0
54,2,Email,6.9,165.97,1,7,Desktop,0,0
60,5,Email,1.0,100.96,1,11,Desktop,0,0
31,2,Organic,8.7,52.81,1,14,Mobile,1,1
63,2,Social Media,4.62,124.55,1,11,Desktop,1,1
52,6,Email,13.57,209.61,0,15,Desktop,1,1
53,2,Organic,8.49,127.73,1,9,Mobile,1,0
30,3,Email,7.8,189.77,1,19,Desktop,0,0
23,2,Social Media,11.71,104.54,1,4,Mobile,1,0
60,3,Email,12.03,85.95,1,1,Mobile,0,0
64,7,Ads,6.64,132.0,1,7,Desktop,1,1
40,0,Ads,10.12,166.54,1,5,Desktop,1,1
44,2,Ads,7.77,5.0,1,11,Mobile,0,0
50,5,Ads,9.26,131.04,1,10,Tablet,0,0
63,4,Email,6.63,173.9,1,18,Tablet,0,0
18,5,Email,5.02,87.05,0,19,Mobile,1,1
27,2,Organic,5.27,99.94,1,11,Tablet,0,1
52,8,Email,8.82,118.75,1,5,Mobile,1,1
56,2,Organic,7.3,207.85,1,6,Mobile,1,1
24,2,Organic,11.01,65.81,1,16,Mobile,0,1
42,1,Social Media,8.59,122.59,0,12,Tablet,1,1
19,2,Email,8.34,92.6,1,16,Mobile,1,1
58,4,Email,9.03,125.3,0,9,Tablet,0,0
59,1,Organic,10.27,179.17,0,12,Desktop,0,1
19,1,Social Media,11.99,66.76,1,18,Desktop,1,1
30,3,Ads,8.03,50.12,1,15,Mobile,1,0
19,2,Email,9.09,180.95,1,14,Tablet,1,1
59,3,Ads,6.91,138.45,1,17,Desktop,1,0
40,1,Social Media,6.08,55.18,1,16,Tablet,0,0
44,4,Social Media,12.86,100.94,1,1,Tablet,1,0
25,2,Organic,6.96,142.26,0,2,Mobile,1,0
28,6,Ads,1.46,116.59,0,13,Mobile,1,1
38,2,Organic,12.64,115.92,0,2,Mobile,0,1
47,3,Email,6.09,21.59,0,5,Desktop,1,1
25,2,Email,9.77,146.25,0,18,Mobile,1,1
40,1,Ads,7.27,127.36,1,9,Mobile,1,0
35,5,Organic,11.51,126.45,0,8,Desktop,0,0
44,2,Ads,1.0,53.92,1,17,Desktop,0,0
46,5,Email,4.58,157.64,0,1,Mobile,1,1
52,2,Ads,6.13,18.14,1,6,Tablet,1,1
57,0,Organic,11.75,116.83,0,13,Tablet,0,1
30,4,Social Media,7.73,179.45,1,9,Mobile,0,1
58,5,Ads,6.11,25.77,1,14,Desktop,1,0
51,6,Organic,8.62,114.43,0,12,Tablet,1,1
33,0,Ads,1.0,272.58,1,9,Tablet,1,0
62,2,Ads,7.01,143.67,1,4,Desktop,1,0
33,1,Email,6.89,136.22,1,11,Mobile,0,1
41,3,Email,11.22,159.46,1,14,Mobile,0,1
20,3,Social Media,8.83,45.9,1,9,Mobile,1,1
18,2,Organic,11.7,155.64,1,10,Tablet,1,0
34,3,Email,7.21,76.04,0,5,Desktop,0,1
42,5,Organic,9.38,237.6,0,8,Mobile,1,0
55,5,Social Media,3.58,5.0,1,15,Mobile,1,1
26,3,Organic,8.29,213.34,1,5,Mobile,0,1
44,5,Email,7.75,185.8,1,14,Desktop,1,1
19,0,Social Media,11.44,116.11,1,19,Tablet,1,1
25,4,Social Media,7.76,166.93,0,11,Mobile,1,0
26,4,Organic,8.3,74.78,0,5,Desktop,0,0
41,3,Email,4.02,246.31,1,16,Tablet,1,0
21,1,Social Media,4.69,62.52,0,9,Desktop,1,0
19,4,Ads,8.38,133.63,1,3,Tablet,0,0
24,6,Email,9.54,164.98,1,9,Mobile,1,1
22,4,Organic,4.98,132.1,1,18,Desktop,0,1
24,2,Social Media,3.05,130.52,0,7,Tablet,1,1
37,1,Social Media,9.9,211.84,0,4,Tablet,0,1
43,2,Social Media,6.98,237.18,0,1,Tablet,1,0
29,2,Email,4.79,106.4,0,4,Desktop,0,1
51,2,Social Media,5.01,127.9,1,7,Mobile,1,1
51,3,Ads,14.15,126.49,1,5,Desktop,0,0
21,3,Email,4.89,108.78,1,14,Tablet,1,1
20,6,Organic,6.96,69.46,0,1,Mobile,0,0
56,2,Email,6.03,186.7,1,15,Tablet,1,1
29,4,Organic,11.97,86.9,1,5,Desktop,1,1
37,3,Email,8.22,86.27,1,5,Desktop,1,0
40,5,Social Media,10.11,100.05,1,1,Desktop,1,1
50,3,Ads,8.4,100.36,0,13,Desktop,0,1
60,6,Social Media,10.5,151.89,1,1,Desktop,1,0
46,2,Email,2.26,146.52,0,4,Tablet,1,0
26,5,Email,11.23,54.03,0,3,Mobile,1,1
56,5,Social Media,11.28,111.24,0,1,Tablet,0,0
22,1,Email,4.99,139.76,1,4,Tablet,1,0
61,0,Social Media,8.12,165.67,0,18,Tablet,0,0
42,2,Social Media,6.84,105.17,1,6,Desktop,1,1
35,3,Organic,7.27,274.82,0,5,Mobile,1,0
44,4,Organic,4.76,124.56,1,17,Tablet,0,1
51,4,Email,5.14,87.97,1,11,Tablet,1,1
48,4,Email,6.87,135.67,0,11,Desktop,0,1
51,1,Organic,4.84,163.61,0,18,Mobile,1,0
58,5,Social Media,3.55,156.89,0,8,Desktop,1,0
62,1,Ads,12.15,143.8,0,4,Mobile,1,1
24,2,Social Media,9.06,210.36,1,13,Mobile,0,1
58,1,Social Media,9.36,85.24,1,3,Desktop,1,0
47,5,Social Media,5.65,132.15,0,18,Mobile,1,0
53,3,Email,11.43,126.8,0,14,Mobile,1,1
48,2,Email,4.49,223.81,1,12,Tablet,0,0
39,0,Social Media,1.21,199.91,1,19,Tablet,1,1
52,3,Organic,8.05,130.83,1,15,Mobile,1,1
22,3,Email,8.06,88.72,0,1,Mobile,1,1
51,4,Organic,8.81,192.65,1,12,Mobile,0,0
60,1,Organic,11.92,77.2,0,6,Tablet,1,0
53,7,Social Media,9.97,139.73,1,9,Desktop,1,1
21,4,Ads,7.7,138.39,1,16,Tablet,1,0
18,3,Organic,2.33,74.79,0,1,Desktop,1,0
60,3,Email,3.97,16.22,1,17,Mobile,1,0
48,2,Ads,1.94,155.59,0,2,Tablet,1,0
40,3,Ads,7.32,16.21,0,8,Mobile,1,0
21,0,Email,10.37,151.23,0,8,Tablet,1,1
64,0,Ads,14.66,109.51,1,6,Tablet,1,0
40,3,Email,7.55,186.74,0,9,Tablet,0,0
57,2,Organic,10.91,146.6,1,3,Tablet,0,1
50,1,Ads,4.41,161.53,0,8,Mobile,1,1
34,5,Email,8.41,204.34,1,3,Desktop,0,1
27,4,Ads,1.53,148.89,0,10,Tablet,1,0
25,1,Organic,7.67,89.46,0,16,Desktop,1,1
47,4,Ads,6.75,162.31,1,3,Desktop,1,0
38,1,Email,7.77,124.82,1,13,Tablet,1,0
46,1,Social Media,16.28,103.7,0,7,Tablet,1,1
42,4,Organic,11.94,25.06,1,5,Tablet,0,1
55,4,Ads,12.73,58.22,1,8,Desktop,0,1
19,0,Organic,6.39,59.53,1,8,Desktop,1,1
26,4,Organic,10.77,30.13,1,17,Mobile,0,0
20,6,Ads,10.9,76.62,1,9,Mobile,0,1
45,1,Email,14.91,74.21,0,8,Tablet,1,1
52,3,Organic,3.73,107.34,0,16,Tablet,0,1
23,5,Social Media,9.6,110.71,1,2,Mobile,0,0
30,5,Email,10.42,158.9,0,6,Mobile,1,0
45,2,Ads,7.52,48.7,1,15,Tablet,1,1
30,2,Email,11.33,156.22,1,10,Desktop,1,1
59,2,Social Media,6.61,41.76,0,12,Mobile,1,1
64,2,Ads,5.66,158.64,0,10,Tablet,0,0
25,6,Social Media,10.64,99.09,0,3,Mobile,1,1
27,5,Social Media,10.96,24.1,1,6,Tablet,0,0
54,3,Social Media,4.81,145.48,1,16,Tablet,1,0
64,4,Organic,6.73,148.52,0,9,Mobile,1,1
46,3,Ads,6.73,224.63,1,16,Mobile,0,1
59,6,Email,10.39,129.98,0,16,Desktop,0,1
28,5,Organic,8.99,238.09,0,11,Desktop,1,1
35,4,Email,6.81,115.43,0,3,Tablet,0,1
39,2,Ads,5.92,197.41,1,10,Mobile,1,0
63,1,Organic,13.35,110.07,0,8,Tablet,1,0
31,4,Ads,5.68,192.78,1,14,Desktop,1,1
57,4,Organic,7.75,116.65,1,11,Desktop,1,1
63,3,Social Media,9.01,160.31,0,10,Tablet,1,0
39,5,Ads,9.43,135.13,0,3,Mobile,1,1
39,3,Organic,5.96,209.22,1,9,Tablet,0,0
43,3,Social Media,8.54,144.83,0,8,Mobile,1,1
54,4,Ads,10.27,16.57,1,13,Mobile,1,1
50,3,Organic,8.93,143.31,1,5,Mobile,1,1
41,2,Organic,5.24,183.42,1,8,Tablet,1,1
48,7,Ads,8.32,87.44,1,10,Mobile,0,1
30,2,Organic,7.43,137.01,0,5,Tablet,0,1
47,1,Ads,8.12,133.74,0,4,Desktop,0,1
56,0,Ads,7.64,183.77,0,12,Desktop,1,0
43,5,Organic,5.22,41.32,1,2,Desktop,1,1
46,4,Social Media,6.53,216.1,0,9,Desktop,0,1
35,2,Social Media,6.93,94.26,0,4,Desktop,1,0
53,2,Email,9.52,24.55,1,1,Mobile,1,0
53,3,Ads,7.83,8.82,0,17,Desktop,1,0
58,5,Social Media,7.0,84.44,0,6,Desktop,0,1
30,3,Email,5.38,92.9,1,8,Mobile,1,1
45,4,Email,12.55,100.68,0,2,Mobile,1,1
